crime_id,crime_type,criminal_name,crime_time,place_of_crime,jail_entry_date,bail_granted,duration_of_imprisonment,co_criminals,motive,latitude,longitude,date_of_crime
74687,Assault,Suresh Iyer,07:19:00,Purasawalkam,2022-09-02,Yes,3 years,,Self-Defense,8.722219207059059,78.17417513847127,01/01/1900
74688,Murder,Amit Joshi,10:25:00,Velachery,2022-06-19,Yes,1 year,Anita Sharma,Financial Gain,8.77787253986811,78.11515326427123,01/01/1900
74689,Theft,Amit Joshi,20:07:00,Velachery,2024-07-25,Yes,5 years,,Financial Gain,8.76607833218753,78.13818930521212,01/01/1900
74690,Cyber Crime,Ramesh Gupta,02:41:00,Mylapore,2016-08-27,Yes,1 year,Suresh Iyer,Political,8.72005095240303,78.19686839929032,01/01/1900
74691,Kidnapping,Suresh Iyer,16:46:00,Royapettah,2020-01-24,No,5 years,Anita Sharma,Self-Defense,8.710822637240076,78.14153381223312,01/01/1900
74692,Kidnapping,Deepak Choudhary,14:13:00,,2023-11-25,No,3 years,Deepak Choudhary,Political,8.702539602860986,78.17860517528985,01/01/1900
74693,Theft,Anita Sharma,04:24:00,Velachery,2023-08-26,Yes,5 years,,Accidental,8.731470812745874,78.14547274206882,01/01/1900
74694,Drug Possession,Anita Sharma,04:39:00,T. Nagar,2022-08-13,No,10 years,Anita Sharma,Financial Gain,8.717621206162462,78.17039221090542,01/01/1900
74695,Drug Possession,Mohan Verma,12:38:00,Purasawalkam,2016-01-05,No,1 year,Mohan Verma,Political,8.76159332823969,78.176432367754,01/01/1900
74696,Assault,Suresh Iyer,02:47:00,Purasawalkam,2015-03-07,No,5 years,Deepak Choudhary,Personal Feud,8.725007877521765,78.10988826415223,01/01/1900
74697,Cyber Crime,Deepak Choudhary,21:50:00,Purasawalkam,2015-04-17,No,1 year,-,Accidental,8.771237474989293,78.10723605749087,01/01/1900
74698,Assault,Pooja Mehta,04:52:00,Adyar,2022-04-27,No,5 years,-,Accidental,8.72636286241246,78.10246332440236,01/01/1900
74699,Murder,Pooja Mehta,01:48:00,Kodambakkam,2016-07-08,Yes,3 years,Anita Sharma,Personal Feud,8.717741799089973,78.1052959648064,01/01/1900
74700,Murder,Rajesh Kumar,14:51:00,Velachery,2017-12-18,No,2 years,Deepak Choudhary,Personal Feud,8.71863943141375,78.102402568793,01/01/1900
74701,Assault,,08:12:00,Anna Nagar,2017-10-05,No,10 years,,Self-Defense,8.772773368320278,78.17216636912066,
74702,Kidnapping,Deepak Choudhary,02:24:00,Adyar,2020-01-03,Yes,3 years,Anita Sharma,Personal Feud,8.793186689736244,78.19628539454925,01/01/1900
74703,Murder,,16:46:00,Kodambakkam,2024-04-24,No,10 years,Suresh Iyer,Self-Defense,8.756745136030007,78.1555502347359,
74704,Theft,Ramesh Gupta,05:27:00,Adyar,2022-12-20,No,6 months,Suresh Iyer,Personal Feud,8.74459034706297,78.12818388216076,01/01/1900
74705,Assault,Rajesh Kumar,13:28:00,Velachery,2016-10-28,No,6 months,Suresh Iyer,Political,8.70109679915008,78.14672639455303,01/01/1900
74706,Assault,Anita Sharma,22:16:00,Velachery,2016-04-24,No,1 year,Deepak Choudhary,Political,8.779146712689652,78.18726155956074,01/01/1900
74707,Kidnapping,Suresh Iyer,04:42:00,Velachery,2017-02-07,Yes,6 months,Suresh Iyer,Personal Feud,8.77330059535145,78.11999362117592,01/01/1900
74708,Drug Possession,Amit Joshi,18:33:00,Adyar,2020-10-16,No,5 years,Suresh Iyer,Personal Feud,8.739228444860112,78.15739182946143,01/01/1900
74709,Kidnapping,Amit Joshi,08:32:00,Kodambakkam,2020-12-27,No,2 years,Mohan Verma,Political,8.744937942696046,78.17936944206645,01/01/1900
74710,Murder,Vikram Rao,08:37:00,Royapettah,2021-03-19,No,2 years,Suresh Iyer,Political,8.769445865562716,78.15791607282107,01/01/1900
74711,Drug Possession,Vikram Rao,21:12:00,T. Nagar,2017-11-13,Yes,,-,Personal Feud,8.76622487916028,78.15843967068471,01/01/1900
74712,Fraud,Rajesh Kumar,17:15:00,Kodambakkam,2023-08-26,No,2 years,-,Political,8.718572676423861,78.13659337216306,01/01/1900
74713,Drug Possession,Deepak Choudhary,08:03:00,Purasawalkam,2015-06-18,No,5 years,-,Self-Defense,8.77925988870046,78.12874820982742,01/01/1900
74714,Cyber Crime,Rajesh Kumar,07:36:00,Mylapore,2021-08-09,No,2 years,Suresh Iyer,Revenge,8.786495557197712,78.18820605672927,01/01/1900
74715,Theft,Suresh Iyer,14:45:00,Mylapore,2020-11-11,Yes,1 year,Anita Sharma,,8.747442444924696,78.19132152779564,01/01/1900
74716,Kidnapping,Deepak Choudhary,11:29:00,Royapettah,2023-02-20,Yes,1 year,Deepak Choudhary,Accidental,8.711456604885,78.1016881664186,01/01/1900
74717,Murder,Nikita Sinha,13:18:00,Kodambakkam,2018-09-17,Yes,6 months,Mohan Verma,,8.759067553909516,78.19359170125892,01/01/1900
74718,Theft,Vikram Rao,16:19:00,Mylapore,2018-04-18,No,6 months,Suresh Iyer,Financial Gain,8.761645111756017,78.15466529453049,01/01/1900
74719,Cyber Crime,Anita Sharma,06:58:00,,2015-11-09,Yes,10 years,Mohan Verma,Revenge,8.786420801380212,78.13362515895082,01/01/1900
74720,Murder,Ramesh Gupta,10:43:00,T. Nagar,2018-07-20,No,10 years,-,Political,8.760913118349283,78.14006730635795,01/01/1900
74721,Theft,Vikram Rao,15:22:00,Mylapore,2019-03-12,No,6 months,Mohan Verma,Accidental,8.725766193977158,78.1305837539135,01/01/1900
74722,Cyber Crime,Pooja Mehta,17:40:00,Anna Nagar,2019-08-03,No,,Deepak Choudhary,Self-Defense,8.721314465153199,78.14706870963883,01/01/1900
74723,Kidnapping,Vikram Rao,01:25:00,Velachery,2021-05-12,Yes,,Anita Sharma,Self-Defense,8.790828753218042,78.18365597614932,01/01/1900
74724,Kidnapping,Ramesh Gupta,12:52:00,Velachery,2024-01-06,No,2 years,-,Political,8.714432385700203,78.16708978835331,01/01/1900
74725,Kidnapping,Nikita Sinha,13:54:00,T. Nagar,2021-12-26,No,2 years,-,Financial Gain,8.738977389790579,78.12167461274385,01/01/1900
74726,Fraud,Nikita Sinha,17:50:00,,2017-02-01,No,10 years,Mohan Verma,Political,8.700338314135106,78.12180046302883,01/01/1900
74727,Fraud,Vikram Rao,23:07:00,Anna Nagar,2022-01-01,Yes,10 years,Anita Sharma,,8.729869237705067,78.1036088969393,01/01/1900
74728,Theft,Vikram Rao,00:51:00,Anna Nagar,2015-11-22,No,1 year,-,Personal Feud,8.763984356600238,78.10489410182976,01/01/1900
74729,Kidnapping,Rajesh Kumar,10:37:00,Kodambakkam,2017-04-19,No,6 months,Mohan Verma,Personal Feud,8.707794946953987,78.1915770221296,01/01/1900
74730,Murder,Rajesh Kumar,02:42:00,Anna Nagar,2019-07-25,Yes,10 years,Deepak Choudhary,Accidental,8.786187858282844,78.10309194201663,01/01/1900
74731,Cyber Crime,Nikita Sinha,13:20:00,Kodambakkam,2017-11-10,Yes,1 year,Mohan Verma,Personal Feud,8.719550653829849,78.18802103956197,01/01/1900
74732,Kidnapping,Amit Joshi,13:51:00,Mylapore,2019-07-10,No,1 year,Mohan Verma,Personal Feud,8.749394974457608,78.13829611211557,01/01/1900
74733,Drug Possession,Anita Sharma,12:28:00,T. Nagar,2017-11-25,Yes,5 years,Anita Sharma,,8.700976532210479,78.13289242229038,01/01/1900
74734,Murder,Vikram Rao,23:36:00,Velachery,2023-02-21,No,5 years,-,Accidental,8.717514424800928,78.15992033053773,01/01/1900
74735,Kidnapping,Nikita Sinha,10:33:00,Velachery,2023-06-17,Yes,,Suresh Iyer,Accidental,8.754972109578597,78.17462384837931,01/01/1900
74736,Murder,Deepak Choudhary,21:57:00,T. Nagar,2017-05-03,No,3 years,Mohan Verma,Political,8.735772112284486,78.13413177044293,01/01/1900
74737,Assault,Pooja Mehta,20:42:00,Purasawalkam,2016-11-17,Yes,6 months,Mohan Verma,Revenge,8.748645495233008,78.14905666388579,01/01/1900
74738,Assault,Mohan Verma,02:36:00,Velachery,2019-07-09,No,3 years,,Revenge,8.781691668834126,78.16976081557877,01/01/1900
74739,Murder,Amit Joshi,07:36:00,Purasawalkam,2021-03-18,No,6 months,-,Political,8.767004686420325,78.19985079609437,01/01/1900
74740,Drug Possession,Anita Sharma,01:40:00,Adyar,2019-08-28,No,10 years,Suresh Iyer,Political,8.76312293357431,78.14106218447728,01/01/1900
74741,Theft,Anita Sharma,01:56:00,Mylapore,2017-09-04,Yes,5 years,Anita Sharma,Revenge,8.740861874410621,78.19113525146113,01/01/1900
74742,Assault,Amit Joshi,17:39:00,Velachery,2016-03-23,Yes,1 year,Deepak Choudhary,,8.766779818911083,78.15230654032307,01/01/1900
74743,Theft,Mohan Verma,16:05:00,,2024-01-06,No,,-,Financial Gain,8.700694906158716,78.18297365886912,01/01/1900
74744,Fraud,Vikram Rao,00:33:00,Mylapore,2023-11-28,Yes,3 years,Deepak Choudhary,Revenge,8.774324802894418,78.15211335940339,01/01/1900
74745,Assault,Suresh Iyer,20:54:00,Adyar,2021-10-13,No,6 months,-,Accidental,8.763238734313031,78.15230606804683,01/01/1900
74746,Assault,Pooja Mehta,12:39:00,Velachery,2018-06-27,No,3 years,-,Personal Feud,8.729265345353019,78.16988974579232,01/01/1900
74747,,Vikram Rao,08:59:00,Anna Nagar,2023-02-16,No,6 months,,Financial Gain,8.726625875687903,78.12927651883784,01/01/1900
74748,Fraud,Nikita Sinha,07:33:00,T. Nagar,2019-02-08,Yes,2 years,Deepak Choudhary,Accidental,8.726972970386665,78.11068044292378,01/01/1900
74749,Assault,Rajesh Kumar,17:23:00,Purasawalkam,2022-07-10,No,2 years,,Personal Feud,8.765492076192812,78.18630931873734,01/01/1900
74750,Theft,Pooja Mehta,09:57:00,Royapettah,2019-07-20,No,6 months,-,Personal Feud,8.739883945952492,78.15421048253509,01/01/1900
74751,Kidnapping,Nikita Sinha,02:19:00,Royapettah,2023-04-10,Yes,1 year,Mohan Verma,Financial Gain,8.78734628286655,78.16236524096158,01/01/1900
74752,Drug Possession,Mohan Verma,01:07:00,Kodambakkam,2016-08-24,Yes,10 years,Mohan Verma,Political,8.781016737732005,78.10633996711304,01/01/1900
74753,Kidnapping,Mohan Verma,17:32:00,Purasawalkam,2023-04-02,Yes,10 years,-,Accidental,8.709993856665447,78.11624586965381,01/01/1900
74754,Kidnapping,Suresh Iyer,22:45:00,T. Nagar,2022-12-21,No,10 years,,Accidental,8.719307349565613,78.18298139481463,01/01/1900
74755,Theft,Ramesh Gupta,06:33:00,Velachery,2015-08-22,No,2 years,-,Revenge,8.74970716341953,78.10521359286778,01/01/1900
74756,Assault,Nikita Sinha,16:35:00,Adyar,2017-08-15,Yes,5 years,Anita Sharma,Self-Defense,8.710000366962392,78.18677753854486,01/01/1900
74757,Theft,Vikram Rao,01:12:00,Adyar,2018-11-08,Yes,5 years,Anita Sharma,,8.729213876045145,78.15388761648721,01/01/1900
74758,Kidnapping,Rajesh Kumar,04:46:00,Royapettah,2023-02-10,Yes,6 months,Deepak Choudhary,Personal Feud,8.778800994689377,78.16085987709914,01/01/1900
74759,Fraud,Nikita Sinha,20:47:00,T. Nagar,2020-03-02,Yes,1 year,Suresh Iyer,Political,8.708771019810715,78.11571172327459,01/01/1900
74760,Kidnapping,Ramesh Gupta,20:33:00,Velachery,2024-12-17,Yes,1 year,Suresh Iyer,Political,8.704312860744533,78.16267827473744,01/01/1900
74761,Murder,Vikram Rao,13:42:00,Kodambakkam,2015-08-28,Yes,5 years,Anita Sharma,Financial Gain,8.705704276883077,78.12327146258059,01/01/1900
74762,Cyber Crime,Amit Joshi,04:38:00,Kodambakkam,2016-02-12,Yes,5 years,Suresh Iyer,Self-Defense,8.766648321858709,78.1517317323251,01/01/1900
74763,Kidnapping,Deepak Choudhary,05:09:00,T. Nagar,2022-10-13,No,,Mohan Verma,Self-Defense,8.701537861405356,78.18992716671511,01/01/1900
74764,Assault,Pooja Mehta,04:31:00,,2017-07-18,No,10 years,Deepak Choudhary,Revenge,8.778405988498902,78.11806916038591,01/01/1900
74765,Cyber Crime,Vikram Rao,22:37:00,Velachery,2017-05-09,No,2 years,,Accidental,8.719002584710571,78.1682762126632,01/01/1900
74766,Drug Possession,Amit Joshi,02:22:00,Anna Nagar,2018-05-18,Yes,1 year,,Accidental,8.798784789391512,78.13574244224894,01/01/1900
74767,Kidnapping,Vikram Rao,14:55:00,,2019-03-18,Yes,1 year,-,Self-Defense,8.718929691694038,78.12127838787265,01/01/1900
74768,Murder,Rajesh Kumar,23:31:00,Adyar,2024-01-20,Yes,,Mohan Verma,Political,8.760197055710274,78.16382468009974,01/01/1900
74769,Fraud,Mohan Verma,12:24:00,Velachery,2015-02-17,No,1 year,Anita Sharma,Financial Gain,8.726006775374463,78.10922702720218,01/01/1900
74770,Cyber Crime,Vikram Rao,22:49:00,T. Nagar,2022-08-06,Yes,6 months,Mohan Verma,,8.725007096826307,78.17403456691929,01/01/1900
74771,Fraud,Amit Joshi,14:34:00,Mylapore,2023-08-10,Yes,1 year,,Political,8.767137292082246,78.10134553592896,01/01/1900
74772,Fraud,Suresh Iyer,13:24:00,Adyar,2015-05-28,Yes,,Mohan Verma,Accidental,8.751432295558883,78.18028765984594,01/01/1900
74773,Assault,Nikita Sinha,22:04:00,Purasawalkam,2022-04-06,No,1 year,Mohan Verma,Political,8.727333134678084,78.15839635616936,01/01/1900
74774,Kidnapping,Mohan Verma,06:05:00,Royapettah,2023-10-06,Yes,10 years,-,Self-Defense,8.773898584759346,78.14742891504508,01/01/1900
74775,Cyber Crime,Pooja Mehta,00:59:00,Velachery,2024-12-26,No,2 years,Suresh Iyer,Self-Defense,8.705511135216078,78.10723223235684,01/01/1900
74776,Theft,Amit Joshi,22:47:00,Anna Nagar,2017-06-12,Yes,,Anita Sharma,Political,8.715742300494824,78.19795153482829,01/01/1900
74777,Fraud,Rajesh Kumar,20:34:00,T. Nagar,2021-12-16,Yes,1 year,,Political,8.797324719728195,78.10777910852462,01/01/1900
74778,Fraud,Mohan Verma,03:10:00,T. Nagar,2018-03-05,No,2 years,Mohan Verma,Personal Feud,8.774461684676517,78.18544489446903,01/01/1900
74779,Theft,,20:06:00,,2017-06-14,No,,Deepak Choudhary,Personal Feud,8.748585421435497,78.11044711619984,
74780,Cyber Crime,Anita Sharma,11:48:00,Adyar,2018-10-24,No,6 months,,Self-Defense,8.732492535718633,78.11760829632318,01/01/1900
74781,Murder,Rajesh Kumar,15:05:00,Adyar,2018-09-03,No,,,Political,8.704945493189019,78.13433694225972,01/01/1900
74782,Kidnapping,Deepak Choudhary,05:33:00,Adyar,2015-12-04,Yes,10 years,Deepak Choudhary,Accidental,8.755954088406993,78.10142558440198,01/01/1900
74783,Kidnapping,Deepak Choudhary,21:03:00,T. Nagar,2019-04-14,Yes,5 years,Deepak Choudhary,Financial Gain,8.744135423531977,78.16197327430716,01/01/1900
74784,Cyber Crime,Deepak Choudhary,20:34:00,Mylapore,2020-01-24,Yes,,-,Revenge,8.764898625400615,78.1049629342498,01/01/1900
74785,Assault,Mohan Verma,22:28:00,Anna Nagar,2022-07-09,Yes,3 years,Suresh Iyer,Revenge,8.749035838118255,78.13262833854203,01/01/1900
74786,Assault,Mohan Verma,11:10:00,Velachery,2022-03-11,Yes,3 years,Deepak Choudhary,Personal Feud,8.78145469755841,78.12231773828421,01/01/1900
74787,Murder,Ramesh Gupta,17:21:00,,2023-10-07,Yes,,Suresh Iyer,Revenge,8.737701564765988,78.14779227769228,01/01/1900
74788,Murder,Pooja Mehta,08:07:00,T. Nagar,2021-12-12,No,5 years,Deepak Choudhary,Revenge,8.792150009403525,78.17684596721594,01/01/1900
74789,Assault,Ramesh Gupta,15:18:00,Royapettah,2017-10-23,No,2 years,Deepak Choudhary,Accidental,8.789799242779244,78.12872771577439,01/01/1900
74790,Fraud,Rajesh Kumar,11:19:00,Kodambakkam,2020-07-20,Yes,1 year,Anita Sharma,Financial Gain,8.774602045576962,78.19294324155034,01/01/1900
74791,Murder,Nikita Sinha,12:42:00,Kodambakkam,2016-04-15,No,5 years,Suresh Iyer,Financial Gain,8.717101502922443,78.11123160604393,01/01/1900
74792,Theft,Rajesh Kumar,09:54:00,Adyar,2016-05-18,Yes,6 months,,Accidental,8.777153776701063,78.14909080375683,01/01/1900
74793,Kidnapping,Pooja Mehta,04:38:00,Purasawalkam,2020-09-16,No,5 years,Suresh Iyer,Financial Gain,8.712286769981173,78.15184617873919,01/01/1900
74794,Kidnapping,,10:23:00,Purasawalkam,2015-11-14,Yes,5 years,Deepak Choudhary,Financial Gain,8.742836627097786,78.17745444877086,
74795,,Amit Joshi,08:32:00,Anna Nagar,2017-02-28,Yes,1 year,Suresh Iyer,Accidental,8.722068008120297,78.16617871930461,01/01/1900
74796,Fraud,Pooja Mehta,14:37:00,Mylapore,2021-03-08,No,,-,Personal Feud,8.794406969052758,78.17712313761946,01/01/1900
74797,Murder,Amit Joshi,17:08:00,T. Nagar,2017-09-17,No,5 years,Suresh Iyer,,8.75176696576719,78.17817618207162,01/01/1900
74798,Fraud,Amit Joshi,14:51:00,Velachery,2022-05-07,No,1 year,-,Self-Defense,8.789222867712033,78.11626124499746,01/01/1900
74799,Drug Possession,,07:46:00,Mylapore,2019-03-18,No,,Deepak Choudhary,Accidental,8.798521454706913,78.1406361342902,
74800,Fraud,Amit Joshi,22:49:00,Purasawalkam,2022-07-28,Yes,6 months,,Financial Gain,8.704736814726045,78.14318961195376,01/01/1900
74801,Fraud,Anita Sharma,08:21:00,Mylapore,2017-09-25,No,,Anita Sharma,Revenge,8.748591022268723,78.11676853367693,01/01/1900
74802,Assault,Ramesh Gupta,05:43:00,T. Nagar,2020-01-06,Yes,10 years,Mohan Verma,Personal Feud,8.754495011140147,78.13855554833884,01/01/1900
74803,Drug Possession,Anita Sharma,23:28:00,Purasawalkam,2022-11-15,No,6 months,Deepak Choudhary,Self-Defense,8.725871771480948,78.14553620606249,01/01/1900
74804,Drug Possession,Vikram Rao,16:13:00,Mylapore,2018-10-28,Yes,5 years,Suresh Iyer,Accidental,8.74833565707146,78.167489140361,01/01/1900
74805,Fraud,,04:16:00,Velachery,2019-10-10,Yes,2 years,,Revenge,8.768132524364065,78.13441736957765,
74806,,Mohan Verma,23:35:00,Anna Nagar,2022-06-21,No,6 months,Anita Sharma,Accidental,8.758004204965356,78.14115197367398,01/01/1900
74807,Drug Possession,Ramesh Gupta,07:24:00,Kodambakkam,2020-04-28,No,1 year,Anita Sharma,Revenge,8.728960977409342,78.19441506516769,01/01/1900
74808,Assault,Ramesh Gupta,17:42:00,T. Nagar,2019-04-06,Yes,,Mohan Verma,Financial Gain,8.7848523591022,78.11661930749806,01/01/1900
74809,Drug Possession,Nikita Sinha,22:08:00,T. Nagar,2017-09-03,No,10 years,Deepak Choudhary,Personal Feud,8.76024597288195,78.1743998878841,01/01/1900
74810,Kidnapping,Nikita Sinha,13:49:00,Velachery,2020-04-19,No,,,,8.705239636245393,78.15272792027754,01/01/1900
74811,Theft,Amit Joshi,10:35:00,Kodambakkam,2018-07-03,No,6 months,Anita Sharma,Self-Defense,8.7255767389747,78.15765038104902,01/01/1900
74812,Drug Possession,Deepak Choudhary,08:18:00,Kodambakkam,2022-06-03,Yes,1 year,,Accidental,8.766713291697956,78.13389409698306,01/01/1900
74813,Kidnapping,Vikram Rao,03:08:00,T. Nagar,2021-09-14,Yes,5 years,-,Financial Gain,8.727148431179723,78.16015511577018,01/01/1900
74814,Assault,Anita Sharma,08:01:00,Velachery,2019-04-21,Yes,6 months,Mohan Verma,Political,8.791773082745587,78.16397295235693,01/01/1900
74815,Cyber Crime,Ramesh Gupta,22:17:00,Anna Nagar,2015-04-07,Yes,5 years,Suresh Iyer,Self-Defense,8.78360413331894,78.13171618637125,01/01/1900
74816,,Vikram Rao,21:40:00,,2016-01-02,Yes,2 years,Suresh Iyer,Self-Defense,8.743048563603287,78.11179591647382,01/01/1900
74817,Assault,Anita Sharma,15:11:00,Purasawalkam,2024-12-17,No,2 years,-,Political,8.7646401759056,78.19178625563994,01/01/1900
74818,Cyber Crime,,18:03:00,Adyar,2024-09-16,Yes,1 year,-,Revenge,8.722792116359978,78.11219908299739,
74819,Assault,Anita Sharma,16:42:00,Adyar,2017-06-06,No,6 months,Anita Sharma,Personal Feud,8.793581068765084,78.15082176957027,01/01/1900
74820,Drug Possession,Amit Joshi,17:37:00,T. Nagar,2016-04-21,Yes,2 years,Suresh Iyer,Personal Feud,8.78138430392449,78.13790944418676,01/01/1900
74821,Drug Possession,Anita Sharma,17:34:00,Anna Nagar,2015-03-05,Yes,6 months,Deepak Choudhary,Political,8.718332696683289,78.14265074862602,01/01/1900
74822,Assault,Rajesh Kumar,12:40:00,Mylapore,2020-08-13,Yes,1 year,,Revenge,8.718959049229618,78.18202730662826,01/01/1900
74823,Kidnapping,Suresh Iyer,20:12:00,Velachery,2015-02-25,No,6 months,Mohan Verma,Accidental,8.781291562848173,78.15029301549517,01/01/1900
74824,Drug Possession,Mohan Verma,16:53:00,Kodambakkam,2018-10-12,Yes,10 years,,Political,8.788990329547627,78.18867235424406,01/01/1900
74825,Theft,Amit Joshi,15:53:00,Kodambakkam,2017-01-23,No,,Deepak Choudhary,Personal Feud,8.70034152782417,78.16674652301538,01/01/1900
74826,Drug Possession,Deepak Choudhary,22:43:00,Royapettah,2022-11-13,No,10 years,Mohan Verma,Self-Defense,8.781469225667898,78.18365566383598,01/01/1900
74827,Drug Possession,Anita Sharma,14:52:00,Kodambakkam,2019-11-02,Yes,10 years,Mohan Verma,Accidental,8.788293219215538,78.12103672697033,01/01/1900
74828,Kidnapping,,02:33:00,Purasawalkam,2015-10-23,Yes,,Anita Sharma,Political,8.791226090499016,78.15387850346625,
74829,Theft,Amit Joshi,22:02:00,Purasawalkam,2022-10-11,No,10 years,Suresh Iyer,,8.705081747755317,78.10506310185926,01/01/1900
74830,Fraud,Ramesh Gupta,01:16:00,Kodambakkam,2017-12-08,No,6 months,,Revenge,8.746587054409098,78.10726786434995,01/01/1900
74831,Fraud,Nikita Sinha,09:47:00,Mylapore,2017-12-11,No,10 years,Mohan Verma,,8.783501595140182,78.16259130775157,01/01/1900
74832,Drug Possession,Rajesh Kumar,04:39:00,Velachery,2023-10-02,No,10 years,Mohan Verma,Revenge,8.738012468423749,78.14160281011833,01/01/1900
74833,Kidnapping,Amit Joshi,02:48:00,T. Nagar,2021-06-17,No,3 years,Mohan Verma,Political,8.725455186141355,78.1264192438663,01/01/1900
74834,Assault,Nikita Sinha,11:00:00,Kodambakkam,2019-10-19,No,2 years,Deepak Choudhary,Self-Defense,8.789249851348464,78.1801242601325,01/01/1900
74835,Theft,Rajesh Kumar,01:31:00,Purasawalkam,2019-03-26,Yes,5 years,,Financial Gain,8.720711706341486,78.13742098582372,01/01/1900
74836,Murder,Pooja Mehta,22:30:00,Royapettah,2017-06-22,Yes,6 months,,Self-Defense,8.799930755116883,78.11773264252308,01/01/1900
74837,Drug Possession,Vikram Rao,16:53:00,Anna Nagar,2020-11-27,No,2 years,,Financial Gain,8.770028124111947,78.18556722203262,01/01/1900
74838,Fraud,Nikita Sinha,05:52:00,T. Nagar,2023-01-01,No,3 years,Deepak Choudhary,Self-Defense,8.765768204947246,78.1288099313762,01/01/1900
74839,Fraud,Deepak Choudhary,21:19:00,Adyar,2020-03-27,No,3 years,-,Self-Defense,8.712570987959007,78.18855164826094,01/01/1900
74840,Kidnapping,Mohan Verma,18:09:00,Kodambakkam,2021-10-16,No,6 months,Anita Sharma,Political,8.7983584250414,78.12186323878991,01/01/1900
74841,Murder,Vikram Rao,15:34:00,T. Nagar,2024-10-16,No,1 year,,Self-Defense,8.785440867419359,78.16224568893773,01/01/1900
74842,Drug Possession,Deepak Choudhary,11:28:00,Velachery,2016-05-06,No,3 years,Deepak Choudhary,Personal Feud,8.740798622975317,78.1671486500113,01/01/1900
74843,Kidnapping,Rajesh Kumar,11:22:00,Anna Nagar,2020-01-20,No,3 years,Deepak Choudhary,Political,8.757896267398165,78.10276706694405,01/01/1900
74844,Drug Possession,Suresh Iyer,03:23:00,Purasawalkam,2017-01-08,No,3 years,,Political,8.726365275757855,78.16294055874702,01/01/1900
74845,Kidnapping,Anita Sharma,09:29:00,Purasawalkam,2024-11-24,Yes,5 years,Mohan Verma,Financial Gain,8.76490565579189,78.1887500787696,01/01/1900
74846,Fraud,Vikram Rao,22:48:00,Velachery,2015-02-13,Yes,5 years,Mohan Verma,Political,8.760145274621085,78.1824542436064,01/01/1900
74847,Murder,Suresh Iyer,12:02:00,,2017-08-18,No,1 year,Mohan Verma,Self-Defense,8.729019780134141,78.11523197952795,01/01/1900
74848,Murder,Rajesh Kumar,07:03:00,Purasawalkam,2017-12-26,No,,Deepak Choudhary,Political,8.759052398009139,78.13010743727456,01/01/1900
74849,Murder,Anita Sharma,13:08:00,T. Nagar,2020-02-06,Yes,2 years,-,Revenge,8.731627539012788,78.18990822794643,01/01/1900
74850,Assault,Suresh Iyer,17:56:00,Kodambakkam,2020-05-26,Yes,5 years,-,Revenge,8.703082066684534,78.1409622677491,01/01/1900
74851,Murder,Anita Sharma,17:11:00,Mylapore,2019-10-14,Yes,6 months,,Revenge,8.76819918304959,78.18746068663579,01/01/1900
74852,Cyber Crime,Nikita Sinha,19:22:00,Mylapore,2017-08-20,No,1 year,Deepak Choudhary,Accidental,8.75328103472786,78.1782124605574,01/01/1900
74853,Murder,Deepak Choudhary,09:31:00,Purasawalkam,2020-10-13,Yes,3 years,,Accidental,8.798716630131501,78.16816409097733,01/01/1900
74854,,Vikram Rao,17:40:00,Anna Nagar,2022-08-22,Yes,6 months,-,Accidental,8.782538433736615,78.18935578794292,01/01/1900
74855,Assault,Suresh Iyer,14:49:00,Anna Nagar,2016-10-15,No,5 years,Deepak Choudhary,Accidental,8.723912515587323,78.13824751255025,01/01/1900
74856,Cyber Crime,Vikram Rao,07:07:00,Purasawalkam,2023-01-03,No,,Anita Sharma,Political,8.7659888698381,78.10541408960988,01/01/1900
74857,Kidnapping,Suresh Iyer,10:16:00,Adyar,2023-03-10,Yes,1 year,Mohan Verma,Self-Defense,8.706714117734746,78.12015379689839,01/01/1900
74858,Cyber Crime,Amit Joshi,04:24:00,Purasawalkam,2015-01-13,Yes,3 years,-,Revenge,8.773720615226717,78.13101678709245,01/01/1900
74859,Assault,Mohan Verma,05:29:00,Mylapore,2018-02-23,No,1 year,Suresh Iyer,Political,8.759442267880107,78.17298083393158,01/01/1900
74860,Theft,Pooja Mehta,21:00:00,Anna Nagar,2016-01-23,No,,-,Self-Defense,8.79339894895875,78.1090504394345,01/01/1900
74861,Theft,Amit Joshi,12:38:00,Mylapore,2023-09-19,Yes,2 years,Anita Sharma,Revenge,8.713588830019855,78.16763726251217,01/01/1900
74862,Fraud,Amit Joshi,05:16:00,Purasawalkam,2015-08-27,Yes,2 years,Deepak Choudhary,Revenge,8.724372122417076,78.11446875018244,01/01/1900
74863,Drug Possession,Ramesh Gupta,15:46:00,T. Nagar,2021-07-26,No,2 years,Mohan Verma,Revenge,8.749510329182398,78.10608528782103,01/01/1900
74864,Cyber Crime,Amit Joshi,19:03:00,Adyar,2017-09-19,No,6 months,Suresh Iyer,Accidental,8.748397986892591,78.13675954190391,01/01/1900
74865,Kidnapping,Nikita Sinha,17:03:00,T. Nagar,2024-05-11,No,3 years,,Self-Defense,8.748705704729435,78.18666031153681,01/01/1900
74866,Theft,Vikram Rao,20:39:00,Velachery,2015-03-24,Yes,,Deepak Choudhary,Self-Defense,8.77019436066652,78.14446264918145,01/01/1900
